pool,pair_symbols,epoch_week,fee_tier_bps,fees_usd,volume_usd,tvl_usd,emissions_aero,aero_price,emissions_usd,fees_per_emission,profitable
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W30,5.0,8252.5388,16505077.5706,368210.47,12115.687826,0.922909,11181.6775,0.738,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W30,1.0,314.7062,3147062.0932,1522190.02,2524.435397,0.922909,2329.8242,0.1351,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W30,30.0,7847.7489,2615916.3052,137540.62,7145.092799,0.922909,6594.2705,1.1901,True
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W30,30.0,4.6407,1546.8919,66536.57,0.0,0.922909,0.0,,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W30,100.0,12319.8597,1231985.9692,1243113.62,21096.718801,0.922909,19470.3519,0.6327,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W30,1.0,9.1365,91365.4496,478181.0,2748.844665,0.922909,2536.9335,0.0036,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W30,5.0,914.0311,1828062.1263,2488797.6,7161.359045,0.922909,6609.2828,0.1383,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W30,30.0,4142.8522,1380950.7276,450695.79,4452.69056,0.922909,4109.4282,1.0081,True
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W30,30.0,1101.3378,367112.5874,119148.51,2586.784681,0.922909,2387.3669,0.4613,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W30,30.0,199.2188,66406.2581,761727.78,500.891472,0.922909,462.2773,0.431,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W30,30.0,10.0492,3349.7313,19967.16,0.0,0.922909,0.0,,True
0x3115267471ea743bfe311c3fcdcd1b52c584269b,USDC/PROS,2025-W30,30.0,0.003,0.999,265.07,0.0,0.922909,0.0,,True
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W31,30.0,13513.608,4504536.0076,1048176.73,11544.42756,0.810161,9352.8505,1.4449,True
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W31,5.0,20.6883,41376.6973,223175.67,146.675297,0.810161,118.8307,0.1741,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W31,30.0,287.5669,95855.6238,48844.55,0.0,0.810161,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W31,30.0,2782.9419,927647.293,123124.55,2471.461359,0.810161,2002.2828,1.3899,True
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W31,30.0,40.4869,13495.6256,253325.22,171.757104,0.810161,139.151,0.291,False
0x3115267471ea743bfe311c3fcdcd1b52c584269b,USDC/PROS,2025-W31,30.0,0.0112,3.7356,3839.43,0.0,0.810161,0.0,,True
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W31,30.0,6171.0537,2057017.8909,163938.42,7343.838555,0.810161,5949.6951,1.0372,True
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W31,30.0,93261.869,31087289.6618,2175800.55,110542.445376,0.810161,89557.2312,1.0414,True
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W31,1.0,1570.8166,15708165.5497,489014.82,228.990608,0.810161,185.5194,8.4671,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W31,5.0,244175.1776,488350355.1076,31238976.49,248837.878268,0.810161,201598.8638,1.2112,True
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W31,30.0,21928.4192,7309473.0732,2919769.53,21709.494537,0.810161,17588.1962,1.2468,True
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W31,5.0,7.2936,14587.2428,3071.93,83.504302,0.810161,67.652,0.1078,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W31,30.0,1199.1712,399723.7307,262889.56,2636.443928,0.810161,2135.9453,0.5614,False
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W31,1.0,0.0444,443.564,36659.61,0.0,0.810161,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W31,5.0,6942.1009,13884201.8767,370438.28,11790.329946,0.810161,9552.0712,0.7268,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W31,1.0,148.5309,1485309.3456,1405471.61,2456.643285,0.810161,1990.2778,0.0746,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W31,30.0,8617.1711,2872390.3744,109839.5,10138.200718,0.810161,8213.5797,1.0491,True
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W31,30.0,0.0672,22.4067,68812.56,0.0,0.810161,0.0,,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W31,100.0,9389.2615,938926.1482,1131025.97,23488.040332,0.810161,19029.1055,0.4934,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W31,1.0,0.3684,3683.5001,415948.96,2660.080826,0.810161,2155.095,0.0002,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W31,5.0,3153.4041,6306808.1178,2501381.71,5071.230727,0.810161,4108.5158,0.7675,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W31,30.0,1790.2224,596740.8149,417806.63,11270.556552,0.810161,9130.9708,0.1961,False
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W31,30.0,516.175,172058.3295,112032.41,2523.751957,0.810161,2044.6466,0.2525,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W31,30.0,132.2379,44079.2941,745995.35,440.396945,0.810161,356.7926,0.3706,False
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W32,30.0,9637.2259,3212408.6244,1181109.7,11182.367657,0.888799,9938.8759,0.9696,False
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W32,5.0,19.7498,39499.6376,222729.93,58.134351,0.888799,51.6697,0.3822,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W32,30.0,112.8181,37606.0445,47857.16,0.0,0.888799,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W32,30.0,1298.9518,432983.9338,128467.27,3970.671137,0.888799,3529.1281,0.3681,False
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W32,30.0,109.8746,36624.851,216042.19,23.233584,0.888799,20.65,5.3208,True
0x3115267471ea743bfe311c3fcdcd1b52c584269b,USDC/PROS,2025-W32,30.0,0.0101,3.3686,260.87,0.0,0.888799,0.0,,True
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W32,30.0,4225.6095,1408536.5053,169023.78,5406.271667,0.888799,4805.0882,0.8794,False
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W32,30.0,90060.5156,30020171.8637,2597936.53,128607.265105,0.888799,114305.994,0.7879,False
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W32,1.0,1533.9434,15339434.0501,546712.83,643.037156,0.888799,571.5307,2.6839,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W32,5.0,206383.2888,412766577.6418,32417040.67,252427.342886,0.888799,224357.1411,0.9199,False
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W32,30.0,18627.4426,6209147.5361,3056440.55,20392.041045,0.888799,18124.4234,1.0278,True
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W32,5.0,5.9523,11904.5082,2882.44,153.44272,0.888799,136.3797,0.0436,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W32,30.0,1666.7597,555586.5715,289670.69,1796.642201,0.888799,1596.8536,1.0438,True
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W32,1.0,0.0719,718.5372,36637.56,0.0,0.888799,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W32,5.0,6243.0563,12486112.645,435817.64,11492.876675,0.888799,10214.856,0.6112,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W32,1.0,102.2241,1022241.1503,1346588.46,2387.043397,0.888799,2121.6015,0.0482,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W32,30.0,7527.7451,2509248.3781,158385.06,10461.024981,0.888799,9297.7473,0.8096,False
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W32,100.0,12240.8916,1224089.1591,1660205.87,22847.654813,0.888799,20306.9701,0.6028,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W32,1.0,1.8747,18746.5279,411067.55,2573.634719,0.888799,2287.4437,0.0008,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W32,5.0,3465.0938,6930187.6579,2783303.12,6382.057145,0.888799,5672.3653,0.6109,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W32,30.0,1167.5216,389173.8767,458422.51,11409.938556,0.888799,10141.1407,0.1151,False
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W32,30.0,977.3786,325792.8672,120738.57,2216.167948,0.888799,1969.7276,0.4962,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W32,30.0,163.1905,54396.8424,744584.09,427.500112,0.888799,379.9616,0.4295,False
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W32,30.0,3.6354,1211.7957,66339.47,0.0,0.888799,0.0,,True
0xc172ace2c8ed86acdfdd5723d0118f16c00117dd,WETH/dockerzxbt,2025-W32,100.0,5086.767,508676.7044,128364.14,0.0,0.888799,0.0,,True
0x560c3281ce6cc0f4249c9ed116a8836557ccd1bf,WETH/uPEPE,2025-W32,30.0,0.0175,5.8418,16958.77,0.0,0.888799,0.0,,True
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W33,30.0,9716.9184,3238972.7882,1360140.72,6634.637322,1.282682,8510.131,1.1418,True
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W33,5.0,26.894,53788.0358,222297.52,92.716398,1.282682,118.9257,0.2261,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W33,30.0,248.7276,82909.2079,48912.63,0.0,1.282682,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W33,30.0,826.5268,275508.9206,127645.84,1457.45449,1.282682,1869.4509,0.4421,False
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W33,30.0,39.8493,13283.0974,229325.38,115.52417,1.282682,148.1808,0.2689,False
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W33,30.0,5600.4407,1866813.553,190366.49,3569.716803,1.282682,4578.8121,1.2231,True
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W33,30.0,94209.2271,31403075.7115,3462262.52,117084.210441,1.282682,150181.8294,0.6273,False
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W33,1.0,1886.1443,18861442.5462,517878.02,533.327174,1.282682,684.0893,2.7572,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W33,5.0,322766.9531,645533906.2176,31025886.48,231472.091981,1.282682,296905.1257,1.0871,True
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W33,30.0,20232.8945,6744298.1553,3379196.52,7575.932742,1.282682,9717.5139,2.0821,True
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W33,5.0,8.3772,16754.3877,3360.96,24.001981,1.282682,30.7869,0.2721,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W33,30.0,1406.3,468766.6549,306347.78,1031.651601,1.282682,1323.2811,1.0627,True
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W33,1.0,0.0847,847.162,36637.36,0.0,1.282682,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W33,5.0,8839.7965,17679593.0657,460913.65,11098.434245,1.282682,14235.7637,0.621,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W33,1.0,301.8491,3018491.4575,1249805.34,2312.478836,1.282682,2966.1754,0.1018,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W33,30.0,6963.1697,2321056.5722,196191.25,8496.366405,1.282682,10898.1377,0.6389,False
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W33,30.0,2.1533,717.7506,69621.44,0.0,1.282682,0.0,,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W33,100.0,9365.6708,936567.0845,1556868.03,33214.032066,1.282682,42603.0468,0.2198,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W33,1.0,2.3125,23124.7242,421023.33,2479.691044,1.282682,3180.6555,0.0007,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W33,5.0,1074.7281,2149456.2112,2878836.78,5558.147,1.282682,7129.3361,0.1507,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W33,30.0,1729.6918,576563.9481,458029.67,3770.92441,1.282682,4836.8975,0.3576,False
0xc172ace2c8ed86acdfdd5723d0118f16c00117dd,WETH/dockerzxbt,2025-W33,100.0,9630.6898,963068.9761,182184.7,4178.617793,1.282682,5359.8385,1.7968,True
0xd59858f403ab4246db7a29aedf0bfd7573d9b8e5,USDC/TOWER,2025-W33,30.0,1470.6215,490207.165,153417.74,22648.916771,1.282682,29051.3618,0.0506,False
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W33,30.0,1276.8114,425603.7995,162617.1,3471.578899,1.282682,4452.9324,0.2867,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W33,30.0,481.3912,160463.7212,746414.27,85.9019,1.282682,110.1848,4.3689,True
0x560c3281ce6cc0f4249c9ed116a8836557ccd1bf,WETH/uPEPE,2025-W33,30.0,0.206,68.6543,21894.22,0.0,1.282682,0.0,,True
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W34,30.0,6518.5264,2172842.1436,1327984.74,5275.256107,1.372148,7238.4346,0.9005,False
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W34,5.0,16.4639,32927.7866,215760.54,112.320752,1.372148,154.1207,0.1068,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W34,30.0,71.9396,23979.8598,46655.5,0.0,1.372148,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W34,30.0,1855.8596,618619.8808,113995.82,779.069163,1.372148,1068.9986,1.7361,True
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W34,30.0,22.3233,7441.1116,185419.17,67.919131,1.372148,93.1951,0.2395,False
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W34,30.0,2425.0885,808362.8167,165928.84,3696.487383,1.372148,5072.1295,0.4781,False
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W34,30.0,108780.5228,36260174.2662,3385391.79,91946.005432,1.372148,126163.5702,0.8622,False
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W34,1.0,1462.1014,14621014.1102,538421.69,764.720971,1.372148,1049.3107,1.3934,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W34,5.0,259229.8356,518459671.2953,31240128.66,218028.930141,1.372148,299168.0617,0.8665,False
0x560c3281ce6cc0f4249c9ed116a8836557ccd1bf,WETH/uPEPE,2025-W34,30.0,0.0208,6.9233,20387.28,0.0,1.372148,0.0,,True
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W34,30.0,13498.6003,4499533.4328,3122106.39,9142.052287,1.372148,12544.253,1.0761,True
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W34,5.0,5.7057,11411.4196,3603.68,45.956814,1.372148,63.0596,0.0905,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W34,30.0,1459.5388,486512.9237,302749.45,1228.075931,1.372148,1685.1025,0.8661,False
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W34,1.0,0.055,550.4398,36630.07,0.0,1.372148,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W34,5.0,9066.9077,18133815.4452,581026.0,10783.073657,1.372148,14795.978,0.6128,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W34,1.0,293.4918,2934918.2753,1192165.69,898.885624,1.372148,1233.4045,0.238,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W34,30.0,6342.8077,2114269.2362,183413.28,4904.224934,1.372148,6729.3247,0.9426,False
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W34,30.0,0.5034,167.788,66599.11,0.0,1.372148,0.0,,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W34,100.0,10910.4699,1091046.9879,2160378.63,20757.90921,1.372148,28482.9332,0.3831,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W34,1.0,1.7066,17066.0062,439870.34,2397.346349,1.372148,3289.5151,0.0005,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W34,5.0,823.0173,1646034.6251,2808424.41,4760.725574,1.372148,6532.4223,0.126,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W34,30.0,1399.0977,466365.9061,416193.41,4776.069475,1.372148,6553.4764,0.2135,False
0xc172ace2c8ed86acdfdd5723d0118f16c00117dd,WETH/dockerzxbt,2025-W34,100.0,3428.2271,342822.7107,152272.56,2234.336781,1.372148,3065.8418,1.1182,True
0xd59858f403ab4246db7a29aedf0bfd7573d9b8e5,USDC/TOWER,2025-W34,30.0,1575.1687,525056.2264,178181.29,8182.329892,1.372148,11227.3714,0.1403,False
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W34,30.0,2132.852,710950.6566,172635.71,3484.760319,1.372148,4781.6085,0.4461,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W34,30.0,428.6794,142893.1465,678063.78,397.807422,1.372148,545.8508,0.7853,False
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W35,30.0,5478.52,1826173.3334,1253199.05,3116.787491,1.254624,3910.3973,1.401,True
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W35,5.0,38.6903,77380.6093,210248.93,100.639286,1.254624,126.2645,0.3064,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W35,30.0,266.6959,88898.6229,44517.26,0.0,1.254624,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W35,30.0,626.1759,208725.299,110510.44,1273.230502,1.254624,1597.4259,0.392,False
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W35,30.0,22.5545,7518.1546,174727.29,13.704074,1.254624,17.1935,1.3118,True
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W35,30.0,1921.6918,640563.9495,140482.84,2061.370554,1.254624,2586.2456,0.743,False
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W35,30.0,67126.7077,22375569.2452,2812957.39,80362.453446,1.254624,100824.6875,0.6658,False
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W35,1.0,1833.4972,18334972.3473,558989.05,753.925954,1.254624,945.8938,1.9384,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W35,5.0,222239.9015,444479802.9881,33097379.86,212407.214765,1.254624,266491.2547,0.8339,False
0x560c3281ce6cc0f4249c9ed116a8836557ccd1bf,WETH/uPEPE,2025-W35,30.0,0.0219,7.2919,21824.45,0.0,1.254624,0.0,,True
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W35,30.0,7767.0554,2589018.458,2980903.97,7149.598068,1.254624,8970.0595,0.8659,False
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W35,5.0,12.3276,24655.1969,3681.08,15.011648,1.254624,18.834,0.6545,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W35,30.0,746.1946,248731.5243,315436.74,738.623709,1.254624,926.6953,0.8052,False
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W35,1.0,0.0687,687.1414,36637.02,0.0,1.254624,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W35,5.0,8460.8553,16921710.6035,587446.36,12190.343534,1.254624,15294.3013,0.5532,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W35,1.0,327.1014,3271014.0609,1006205.62,871.025595,1.254624,1092.8099,0.2993,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W35,30.0,2894.7973,964932.4333,164984.83,4036.266931,1.254624,5063.9986,0.5716,False
0xa4513d1f6bda04bd733462b58d1790514ddcf5de,WETH/Neiro,2025-W35,30.0,0.0001,0.0377,71081.59,0.0,1.254624,0.0,,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W35,100.0,8342.9799,834297.9904,2471704.46,20111.446417,1.254624,25232.3095,0.3306,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W35,1.0,4.6102,46102.0567,450405.63,2112.983214,1.254624,2651.0001,0.0017,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W35,5.0,464.3078,928615.6978,2749025.88,2610.233596,1.254624,3274.8625,0.1418,False
0xb0f400ded843b39370b059ad49acff6eb7365eef,EMP/WETH,2025-W35,30.0,616.031,205343.6829,368029.29,3158.716945,1.254624,3963.0031,0.1554,False
0xc172ace2c8ed86acdfdd5723d0118f16c00117dd,WETH/dockerzxbt,2025-W35,100.0,5424.7905,542479.0485,154693.79,3961.466721,1.254624,4970.1524,1.0915,True
0xd59858f403ab4246db7a29aedf0bfd7573d9b8e5,USDC/TOWER,2025-W35,30.0,621.6045,207201.4924,160533.22,6041.661681,1.254624,7580.0156,0.082,False
0xeda5c8f08e92e6983ae29ab2d5dc244342bf70c8,WETH/LAY,2025-W35,30.0,1906.6508,635550.2528,171805.45,4421.665613,1.254624,5547.5292,0.3437,False
0xff0df9b15c29542fa5d7efe169452507b4d648c2,USDC/AVAIL.W,2025-W35,30.0,1913.306,637768.6575,580353.55,112.670387,1.254624,141.359,13.5351,True
0xf579b16f9b1a4acc872d34a8141fbbd36c0ce10c,WETH/VELVET,2025-W35,30.0,552.9069,184302.305,7528.11,4353.694119,1.254624,5462.2505,0.1012,False
0x3115267471ea743bfe311c3fcdcd1b52c584269b,USDC/PROS,2025-W35,30.0,0.0044,1.4743,56979.26,0.0,1.254624,0.0,,True
0x098a4de96305bafaea0c0ce07cf6456e2c64982a,WETH/HOME,2025-W36,30.0,5098.2287,1699409.5708,1232158.34,3552.091141,1.1383,4043.3444,1.2609,True
0x0c40e7f5b43f6759060a3c4d2fb406dfecf03b57,USDC/TRUMP,2025-W36,5.0,16.2787,32557.46,209920.8,112.535981,1.1383,128.0997,0.1271,False
0x0c5bf61d127cd801fe4f77f344321ff1f163bf17,WETH/XION,2025-W36,30.0,217.5868,72528.924,43987.87,0.0,1.1383,0.0,,True
0x29af315b3bd7566005f14d81c582b59e1c632ffd,WETH/HYPER,2025-W36,30.0,415.1764,138392.1436,108640.14,585.870003,1.1383,666.8957,0.6226,False
0x30e8b965852ffb425aac5b265dd985ab43123c3d,WETH/JKL,2025-W36,30.0,22.131,7376.9913,156409.69,26.359506,1.1383,30.005,0.7376,False
0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,TIG/USDC,2025-W36,30.0,1436.5719,478857.3021,110940.95,2050.880844,1.1383,2334.5171,0.6154,False
0x46d710c35bdfb800a18a820712310048ef8b5256,WETH/KTA,2025-W36,30.0,54265.0077,18088335.916,2803067.82,78009.00564,1.1383,88797.6301,0.6111,False
0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,oUSDT/USDC,2025-W36,1.0,1358.4675,13584675.4673,501085.46,1189.538519,1.1383,1354.0514,1.0033,True
0x4e962bb3889bf030368f56810a9c96b83cb3e778,USDC/cbBTC,2025-W36,5.0,204911.2521,409822504.1912,33654430.62,205831.637577,1.1383,234298.0976,0.8746,False
0x5c45b0f48c326f79b56709d8f63ce2bee7697106,WETH/uSUI,2025-W36,30.0,4944.8618,1648287.256,2822928.02,5564.296857,1.1383,6333.8376,0.7807,False
0x5e8961929dd762300ec192c85615502c3a516087,BIOS/USDC,2025-W36,5.0,6.4425,12885.045,3158.04,67.052189,1.1383,76.3255,0.0844,False
0x87cd18069b6547a0e88b6155dd657e71779500ea,WETH/PRIME,2025-W36,30.0,675.4374,225145.8031,306376.6,1267.082901,1.1383,1442.3201,0.4683,False
0x8dd9751961621fcfc394d90969e5ae0c5babe147,USDC/USDC+,2025-W36,1.0,0.1112,1111.527,36636.59,0.0,1.1383,0.0,,True
0x93617b2909a7c207e4180de0e667ea80c9bdfe9e,oUSDT/WETH,2025-W36,5.0,7671.047,15342094.06,647736.22,11765.526394,1.1383,13392.6955,0.5728,False
0x98c7a2338336d2d354663246f64676009c7bda97,USDC/USDbC,2025-W36,1.0,620.6042,6206042.2393,696903.46,840.587226,1.1383,956.8402,0.6486,False
0x9ea86aa9f7203da077371bb2f82ec555e6e22f81,WETH/noice,2025-W36,30.0,8546.4974,2848832.4624,149147.09,3743.827296,1.1383,4261.5976,2.0055,True
0xa6da283cf7d06b2279626e787c329d6acf7e2994,WETH/cbXRP,2025-W36,100.0,8428.5302,842853.0218,2163005.59,19406.330243,1.1383,22090.2205,0.3816,False
0xa7c2693022cfb693c198eaa743e9b54d7921588e,USDC/STAR,2025-W36,1.0,3.9071,39070.9028,443772.16,2037.745124,1.1383,2319.5647,0.0017,False
0xb099c658e784b41ee435d48a8eb67e8f27285c93,WETH/B3,2025-W36,5.0,1199.3787,2398757.399,2567804.94,2047.815996,1.1383,2331.0284,0.5145,False
